Nombre Pilar,Categor’a,Pregunta,Respuesta,Descripci—n,Ejemplo,Nivel de respuesta (1 a 5)
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan integradas est‡n las plataformas transaccionales con las soluciones de an‡lisis y reporte?,Se integra la informaci—n de forma ocasional mediante procesos manuales.,Existen exportaciones manuales peri—dicas que permiten generar reportes en herramientas externas.,"Cada semana, TI sube un archivo plano al sistema de an‡lisis.",2
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan integradas est‡n las plataformas transaccionales con las soluciones de an‡lisis y reporte?,Existe una integraci—n b‡sica que permite an‡lisis peri—dicos.,Hay conexiones establecidas que permiten sincronizar datos de forma programada con plataformas de BI.,Power BI extrae datos de producci—n a diario mediante conexi—n con la base del ERP.,3
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan integradas est‡n las plataformas transaccionales con las soluciones de an‡lisis y reporte?,Las plataformas transaccionales alimentan los sistemas anal’ticos en tiempo casi real.,La integraci—n permite consultar informaci—n transaccional en dashboards en tiempo casi real.,Los dashboards operativos est‡n conectados al sistema de planta con retraso de 10 minutos.,4
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀQu? tan integradas est‡n las plataformas transaccionales con las soluciones de an‡lisis y reporte?,Los datos transaccionales y anal’ticos est‡n completamente integrados y sincronizados autom‡ticamente.,"El sistema de anal’tica est‡ embebido directamente en la plataforma transaccional, con capacidades de consulta, visualizaci—n y an‡lisis predictivo integradas.",Desde el mismo sistema de —rdenes se puede acceder a reportes en tiempo real con an‡lisis de desempe–o por l’nea y turno.,5
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀCon qu? frecuencia se actualizan los datos transaccionales en los sistemas utilizados por la organizaci—n?,Los datos se actualizan de forma manual y espor‡dica.,"La organizaci—n depende de actualizaciones manuales o espor‡dicas de la informaci—n, realizadas por los usuarios sin un proceso formal establecido. Esta falta de sistematizaci—n compromete la confiabilidad de los datos utilizados en operaciones y an‡lisis, generando desalineaci—n entre ‡reas, decisiones tard’as y errores frecuentes.","Los reportes operativos se generan manualmente una vez al mes, y muchas veces con datos desactualizados, ya que cada usuario extrae informaci—n en momentos distintos.",1
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀCon qu? frecuencia se actualizan los datos transaccionales en los sistemas utilizados por la organizaci—n?,"Hay actualizaciones regulares, pero con demoras o intervenci—n humana.","Aunque existen mecanismos para actualizar la informaci—n, estos no est‡n alineados a las necesidades operativas en tiempo real. Se realizan cargas regulares, pero con demoras significativas y sin seguimiento automatizado, lo que puede afectar la sincronizaci—n entre ‡reas o procesos dependientes de datos actualizados.","El sistema ERP se actualiza cada semana, pero las ‡reas de ventas y operaciones siguen trabajando con versiones exportadas, generando desalineaci—n en inventarios y pedidos.",2
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀCon qu? frecuencia se actualizan los datos transaccionales en los sistemas utilizados por la organizaci—n?,Los datos se actualizan peri—dicamente a trav?s de procesos automatizados b‡sicos.,"Los datos se actualizan peri—dicamente mediante procesos autom‡ticos establecidos, lo cual garantiza una mayor confiabilidad. Sin embargo, la periodicidad no es en tiempo real, y aunque hay trazabilidad, no todos los procesos est‡n completamente integrados o alineados con la operaci—n cr’tica.","Las —rdenes de trabajo y los datos de producci—n se sincronizan cada noche mediante procesos ETL, lo que asegura consistencia diaria pero impide an‡lisis instant‡neo.",3
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀCon qu? frecuencia se actualizan los datos transaccionales en los sistemas utilizados por la organizaci—n?,La actualizaci—n es frecuente y automatizada para la mayor’a de los sistemas.,"La organizaci—n cuenta con procesos de actualizaci—n de datos frecuentes y automatizados, con integraci—n entre sistemas clave. Esto permite tomar decisiones oportunas basadas en informaci—n confiable, reduciendo retrabajos o discrepancias operativas. La trazabilidad est‡ institucionalizada y documentada.","Sistemas de producci—n, inventarios y log’stica est‡n interconectados, y sus actualizaciones se hacen cada 30 minutos de forma automatizada, lo que permite tomar decisiones basadas en datos recientes.",4
03. Gesti—n y Anal’tica de Datos,05. Transaccionalidad de datos,01. ÀCon qu? frecuencia se actualizan los datos transaccionales en los sistemas utilizados por la organizaci—n?,"La actualizaci—n de datos es continua, en tiempo real y sin intervenci—n humana.","La actualizaci—n de datos es continua, en tiempo real y completamente automatizada. Las integraciones entre plataformas garantizan que la informaci—n est? sincronizada de forma din‡mica, lo que permite anal’tica avanzada, toma de decisiones inmediata y un control operativo con visibilidad de punta a punta.","Cada operaci—n registrada en planta, ventas o almac?n se refleja en todos los sistemas al instante, permitiendo una visualizaci—n en tiempo real desde dashboards operativos y de direcci—n.",5
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan comprometidos est‡n los l’deres de su organizaci—n con impulsar activamente la transformaci—n digital?,Los l’deres no muestran inter?s en iniciativas digitales.,"La transformaci—n digital no est‡ presente en la agenda directiva. No hay mensajes, recursos ni liderazgo visible orientado al cambio digital.",Los l’deres priorizan temas operativos tradicionales y nunca abordan temas de digitalizaci—n en reuniones o comunicados.,1
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan comprometidos est‡n los l’deres de su organizaci—n con impulsar activamente la transformaci—n digital?,El compromiso del liderazgo es bajo y reactivo.,"La alta direcci—n muestra cierto inter?s, pero solo responde ante presiones externas o necesidades urgentes, sin estrategia clara.",Solo se habla de digitalizaci—n al implementar una soluci—n por obligaci—n regulatoria o presi—n de mercado.,2
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan comprometidos est‡n los l’deres de su organizaci—n con impulsar activamente la transformaci—n digital?,Algunos l’deres impulsan iniciativas digitales clave con recursos limitados.,"Existen l’deres interesados que impulsan proyectos aislados relacionados con lo digital, pero sin coordinaci—n ni enfoque estrat?gico comœn.","Una direcci—n impulsa automatizaciones internas, pero no se articulan con otras ‡reas ni hay respaldo transversal.",3
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan comprometidos est‡n los l’deres de su organizaci—n con impulsar activamente la transformaci—n digital?,"El liderazgo est‡ alineado, impulsa activamente la estrategia digital y asigna recursos.","Los l’deres impulsan activamente la transformaci—n digital en sus ‡reas, asignan recursos y comunican de forma consistente su importancia.","En presentaciones de resultados, los directivos destacan avances digitales y promueven iniciativas alineadas con la estrategia.",4
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan comprometidos est‡n los l’deres de su organizaci—n con impulsar activamente la transformaci—n digital?,"El compromiso es total, estrat?gico y transversal, con liderazgo activo en todas las ‡reas.","El liderazgo est‡ alineado, promueve una visi—n digital compartida, destina recursos estrat?gicos y evalœa el impacto digital en sus decisiones clave.","Los l’deres patrocinan el roadmap digital, monitorean avances regularmente y exigen iniciativas alineadas con la madurez tecnol—gica esperada.",5
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan visible es la participaci—n del liderazgo en iniciativas de transformaci—n digital?,No hay evidencia de participaci—n visible del liderazgo en temas digitales.,El liderazgo no comunica ni se asocia con iniciativas digitales. Su involucramiento es nulo o inexistente para el resto de la organizaci—n.,Nadie en la organizaci—n podr’a mencionar un l’der relacionado con la transformaci—n digital.,1
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan visible es la participaci—n del liderazgo en iniciativas de transformaci—n digital?,La participaci—n es ocasional y no tiene impacto visible en la organizaci—n.,"El liderazgo menciona ocasionalmente la importancia de lo digital, pero sin acciones visibles ni posicionamiento sostenido.","Se menciona ""digitalizaci—n"" en una reuni—n anual, pero no hay seguimiento ni referentes claros.",2
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan visible es la participaci—n del liderazgo en iniciativas de transformaci—n digital?,El liderazgo se involucra visiblemente en ciertas iniciativas digitales.,"Algunos l’deres son identificados como impulsores de lo digital, aunque su visibilidad se limita a ciertos foros o niveles organizacionales.","En un comit? interno se reconoce a un director como promotor digital, pero su mensaje no llega a toda la organizaci—n.",3
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan visible es la participaci—n del liderazgo en iniciativas de transformaci—n digital?,Hay comunicaci—n constante y participaci—n activa del liderazgo en foros digitales.,El liderazgo comunica regularmente su compromiso con la transformaci—n digital y es percibido como impulsor del cambio.,"Directores publican avances digitales en canales internos, promueven espacios de innovaci—n y se involucran en iniciativas.",4
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan visible es la participaci—n del liderazgo en iniciativas de transformaci—n digital?,"El liderazgo actœa como embajador digital, inspira e impulsa la transformaci—n a todos los niveles.","El liderazgo es ampliamente reconocido como referente digital, promueve activamente el cambio y genera orgullo organizacional en torno al avance digital.","El CEO y l’deres clave difunden logros digitales, participan en foros internos y externos, y representan una visi—n clara del futuro digital.",5
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan claros y definidos est‡n los roles de los l’deres respecto a la transformaci—n digital?,No hay roles definidos para liderar la transformaci—n digital.,No existen roles definidos en la organizaci—n para liderar temas digitales. Las responsabilidades est‡n dispersas o ignoradas.,"Cuando surge un proyecto digital, nadie sabe qui?n debe liderarlo ni qui?n tiene autoridad para decidir.",1
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan claros y definidos est‡n los roles de los l’deres respecto a la transformaci—n digital?,"Algunos l’deres tienen funciones relacionadas, pero no est‡n formalmente estructuradas.","Algunas funciones digitales son asumidas de forma informal, sin estructura ni roles claramente definidos.","Un gerente operativo lidera iniciativas digitales por iniciativa propia, sin respaldo ni coordinaci—n con otros l’deres.",2
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan claros y definidos est‡n los roles de los l’deres respecto a la transformaci—n digital?,Los roles est‡n definidos y asignados en algunas ‡reas.,"Existen roles digitales identificados en algunas ‡reas, pero sin una estructura clara ni coordinaci—n entre ellos.","Hay un responsable de innovaci—n en una direcci—n, pero no tiene relaci—n con quienes manejan tecnolog’a o procesos.",3
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan claros y definidos est‡n los roles de los l’deres respecto a la transformaci—n digital?,Existen roles claros y alineados a la estrategia digital organizacional.,"Los roles de liderazgo digital est‡n claramente definidos, con responsables por ‡rea y mecanismos de coordinaci—n.","Cada unidad tiene un sponsor digital, participan en comit?s y reportan avances alineados a una visi—n compartida.",4
04. Gente y Liderazgo para el Cambio,01. Liderazgo digital y sponsorship,01. ÀQu? tan claros y definidos est‡n los roles de los l’deres respecto a la transformaci—n digital?,"Los roles est‡n bien definidos, integrados a la gobernanza digital y con indicadores asociados.","Existe una estructura robusta de liderazgo digital, con responsabilidades formalizadas, indicadores de gesti—n y toma de decisiones colegiada.","Un comit? digital con l’deres de todas las ‡reas evalœa avances, define prioridades y reporta directamente a direcci—n general.",5
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan abierta est‡ la organizaci—n al cambio y a la incorporaci—n de nuevas soluciones digitales?,Existe resistencia generalizada al cambio digital en todos los niveles.,Existe resistencia generalizada al cambio digital; predomina una cultura conservadora y centrada en lo tradicional.,"Cuando se propone automatizar procesos, los equipos lo rechazan por temor a perder el control o el empleo.",1
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan abierta est‡ la organizaci—n al cambio y a la incorporaci—n de nuevas soluciones digitales?,"Hay apertura al cambio en algunos equipos, pero persisten actitudes reactivas.","Algunos equipos muestran inter?s, pero la apertura al cambio es puntual y no est‡ generalizada en la cultura.","Un ‡rea adopta herramientas digitales, pero otras se mantienen reacias sin incentivos ni motivaci—n.",2
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan abierta est‡ la organizaci—n al cambio y a la incorporaci—n de nuevas soluciones digitales?,La mayor’a del personal muestra disposici—n a probar nuevas herramientas digitales.,"La mayor’a del personal muestra disposici—n a adoptar cambios digitales, aunque con barreras estructurales.","Los colaboradores est‡n dispuestos a usar nuevas plataformas, pero la curva de aprendizaje no est‡ acompa–ada.",3
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan abierta est‡ la organizaci—n al cambio y a la incorporaci—n de nuevas soluciones digitales?,El cambio digital es bien recibido y es parte del discurso organizacional.,La cultura es proactiva al cambio; existe entusiasmo por innovar y probar nuevas soluciones digitales.,Los equipos colaboran en pruebas piloto y aportan ideas para mejorar procesos con herramientas digitales.,4
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan abierta est‡ la organizaci—n al cambio y a la incorporaci—n de nuevas soluciones digitales?,La innovaci—n digital es parte del ADN de la cultura organizacional y se promueve activamente.,La innovaci—n digital es parte de la identidad cultural; existe iniciativa constante por parte de todos los niveles.,Las personas proponen mejoras digitales espont‡neamente y participan en comunidades de pr‡ctica internas.,5
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan frecuente y clara es la comunicaci—n interna sobre iniciativas y logros digitales?,No se comunica internamente sobre temas digitales.,"No se comunican avances, iniciativas ni el prop—sito de la transformaci—n digital.",El personal desconoce que se est‡n implementando cambios tecnol—gicos en la organizaci—n.,1
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan frecuente y clara es la comunicaci—n interna sobre iniciativas y logros digitales?,La comunicaci—n es espor‡dica y poco relevante para el personal.,La comunicaci—n sobre lo digital es espor‡dica y sin estrategia.,"Se manda un correo aislado sobre un nuevo sistema, pero no se explica su impacto ni beneficios.",2
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan frecuente y clara es la comunicaci—n interna sobre iniciativas y logros digitales?,Se comunican iniciativas relevantes a ciertos niveles de la organizaci—n.,"Hay mensajes frecuentes sobre digitalizaci—n, aunque no siempre son claros ni transversales.","Se incluyen noticias digitales en boletines internos, pero no llegan a todas las ‡reas por igual.",3
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan frecuente y clara es la comunicaci—n interna sobre iniciativas y logros digitales?,Hay canales establecidos para comunicar avances y fomentar el entendimiento digital.,"Existe una estrategia clara de comunicaci—n interna sobre lo digital, con mensajes relevantes y consistentes.","Hay campa–as internas con videos, infograf’as y testimonios sobre la transformaci—n digital.",4
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan frecuente y clara es la comunicaci—n interna sobre iniciativas y logros digitales?,"La comunicaci—n sobre lo digital es estrat?gica, continua e inspiradora para toda la organizaci—n.","La comunicaci—n es continua, multicanal y genera identificaci—n y sentido de prop—sito.",Las personas reconocen la transformaci—n como un proyecto colectivo gracias a la narrativa y visibilidad interna.,5
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan involucrados est‡n los colaboradores en la generaci—n o implementaci—n de iniciativas digitales?,El personal no participa en iniciativas digitales ni es consultado.,No se involucra al personal en ningœn proyecto o iniciativa digital.,Las decisiones digitales se toman de forma unilateral sin consultar a los equipos afectados.,1
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan involucrados est‡n los colaboradores en la generaci—n o implementaci—n de iniciativas digitales?,Algunos equipos participan de forma puntual en ciertos proyectos.,La participaci—n ocurre solo cuando es indispensable o se pide de forma informal.,"Se invita a algunos usuarios a probar un sistema al final del desarrollo, sin retroalimentaci—n estructurada.",2
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan involucrados est‡n los colaboradores en la generaci—n o implementaci—n de iniciativas digitales?,Hay espacios definidos donde el personal puede aportar ideas digitales.,"Hay espacios de participaci—n definidos, aunque limitados a ciertos roles o equipos.","Algunos proyectos recogen ideas o feedback del personal, pero no es algo generalizado.",3
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan involucrados est‡n los colaboradores en la generaci—n o implementaci—n de iniciativas digitales?,Los colaboradores son parte activa de la mejora continua digital.,La participaci—n est‡ institucionalizada en procesos de co-creaci—n o mejora digital.,Existen mesas de trabajo por ‡rea donde los equipos colaboran activamente en iniciativas digitales.,4
04. Gente y Liderazgo para el Cambio,02. Cultura y mentalidad digital,01. ÀQu? tan involucrados est‡n los colaboradores en la generaci—n o implementaci—n de iniciativas digitales?,"La participaci—n es transversal, continua y parte esencial del proceso de transformaci—n.","La participaci—n es continua, abierta y forma parte de la estrategia de innovaci—n.","Se utilizan canales colaborativos donde todos pueden proponer ideas, votar o involucrarse en pilotos.",5
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan frecuente y estructurada es la capacitaci—n del personal en competencias digitales clave?,No se brinda capacitaci—n digital al personal.,No existen iniciativas para desarrollar habilidades digitales en el personal.,No se ofrece ningœn tipo de capacitaci—n o actualizaci—n relacionada con herramientas o entornos digitales.,1
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan frecuente y estructurada es la capacitaci—n del personal en competencias digitales clave?,Hay capacitaciones ocasionales y no estructuradas.,"Se imparten capacitaciones puntuales, pero sin plan estructurado ni seguimiento.","Se lanza un curso b‡sico de Office, pero no est‡ vinculado con una estrategia de transformaci—n digital.",2
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan frecuente y estructurada es la capacitaci—n del personal en competencias digitales clave?,Existen programas b‡sicos de capacitaci—n en herramientas digitales.,"Existe un programa de formaci—n digital, pero con baja cobertura o enfoque generalista.","Hay una plataforma con cursos digitales, pero pocos acceden o no est‡n alineados con los roles.",3
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan frecuente y estructurada es la capacitaci—n del personal en competencias digitales clave?,La capacitaci—n est‡ formalizada y se actualiza peri—dicamente.,"La capacitaci—n digital est‡ estructurada por perfiles y niveles, con monitoreo de avance.",Cada rol tiene una ruta de formaci—n digital definida y se hace seguimiento del progreso.,4
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan frecuente y estructurada es la capacitaci—n del personal en competencias digitales clave?,"La capacitaci—n digital es continua, personalizada y alineada a los objetivos estrat?gicos.",La formaci—n digital est‡ integrada a la estrategia de talento y desarrollo organizacional.,"Los planes de carrera incluyen formaci—n digital como eje clave, con evaluaci—n peri—dica de competencias.",5
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan evaluadas est‡n las competencias digitales del personal en los procesos organizacionales?,No se evalœan competencias digitales en ningœn proceso formal.,No se evalœan las habilidades digitales del personal.,La empresa desconoce si su equipo tiene las capacidades necesarias para enfrentar un entorno digital.,1
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan evaluadas est‡n las competencias digitales del personal en los procesos organizacionales?,Se consideran informalmente en algunos casos puntuales.,"Hay conocimiento general sobre brechas digitales, pero sin mecanismos formales de medici—n.","Se percibe que algunas ‡reas necesitan capacitaci—n, pero no se ha diagnosticado formalmente.",2
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan evaluadas est‡n las competencias digitales del personal en los procesos organizacionales?,Se evalœan de manera b‡sica en procesos de selecci—n o desempe–o.,"Existen evaluaciones internas o externas, pero sin impacto claro en decisiones de desarrollo.","Se aplic— un test digital, pero los resultados no se utilizaron para dise–ar capacitaciones.",3
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan evaluadas est‡n las competencias digitales del personal en los procesos organizacionales?,La evaluaci—n es sistem‡tica e integrada en procesos de RRHH.,La organizaci—n evalœa competencias digitales y las integra a decisiones de formaci—n.,Los resultados de evaluaciones se usan para segmentar necesidades y enfocar acciones de desarrollo.,4
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan evaluadas est‡n las competencias digitales del personal en los procesos organizacionales?,"La evaluaci—n de competencias digitales es continua, automatizada y clave en la toma de decisiones sobre el talento.",Las competencias digitales son monitoreadas continuamente y condicionan decisiones de talento.,"Se consideran los niveles digitales en promociones, asignaciones estrat?gicas o cambios de rol.",5
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan preparada est‡ la organizaci—n para atraer y retener talento con competencias digitales?,No se cuenta con estrategias para atraer o retener talento digital.,No existe estrategia para atraer ni retener talento con capacidades digitales.,La empresa contrata por experiencia operativa sin considerar habilidades digitales.,1
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan preparada est‡ la organizaci—n para atraer y retener talento con competencias digitales?,Hay esfuerzos aislados y poco diferenciadores para este tipo de talento.,"Se han contratado perfiles digitales, pero sin una estrategia clara de atracci—n.","Llegan expertos digitales por contactos o azar, no por una pol’tica estructurada.",2
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan preparada est‡ la organizaci—n para atraer y retener talento con competencias digitales?,Se promueven vacantes y beneficios enfocados en perfiles digitales.,"Hay esfuerzos por atraer talento digital, pero sin alineaci—n con el resto del modelo de talento.","Se lanzan vacantes atractivas para perfiles digitales, pero se integran a estructuras tradicionales sin adaptaci—n.",3
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan preparada est‡ la organizaci—n para atraer y retener talento con competencias digitales?,"Hay una estrategia activa para atraer, retener y desarrollar talento digital.",La atracci—n y retenci—n de talento digital es parte del modelo de gesti—n de personas.,"Hay planes de onboarding, formaci—n y beneficios espec’ficos para perfiles digitales clave.",4
04. Gente y Liderazgo para el Cambio,03. Competencias y gesti—n del talento,01. ÀQu? tan preparada est‡ la organizaci—n para atraer y retener talento con competencias digitales?,La organizaci—n es reconocida por su propuesta de valor atractiva para talento digital y de innovaci—n.,La organizaci—n es reconocida por su cultura y propuesta de valor para el talento digital.,"La empresa participa en rankings, eventos y comunidades como marca empleadora digitalmente atractiva.",5
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan formalizadas est‡n las estructuras responsables de liderar y coordinar la transformaci—n digital?,No existen estructuras ni responsables definidos para el cambio digital.,No existen estructuras ni roles formales para coordinar la transformaci—n digital.,"Los proyectos digitales se gestionan de manera aislada, sin responsables claros ni conexi—n transversal.",1
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan formalizadas est‡n las estructuras responsables de liderar y coordinar la transformaci—n digital?,Hay responsables informales o equipos ad-hoc sin estructura establecida.,"Se han definido algunos responsables, pero sin estructura o alcance institucional claro.","Un gerente de ‡rea lidera una iniciativa digital, pero sin alineaci—n con otros procesos de cambio.",2
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan formalizadas est‡n las estructuras responsables de liderar y coordinar la transformaci—n digital?,Existen estructuras formales con roles definidos en algunas ‡reas.,Existen estructuras parciales o comit?s informales con foco digital.,"Hay un grupo de trabajo sobre digitalizaci—n, pero sin autoridad ni procesos formalizados.",3
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan formalizadas est‡n las estructuras responsables de liderar y coordinar la transformaci—n digital?,"La estructura de gobernanza es transversal, con responsables y procesos claros.","La gobernanza del cambio est‡ definida, con roles, responsabilidades y niveles de decisi—n.",Hay un comit? de transformaci—n digital con representaci—n de distintas ‡reas y lineamientos claros.,4
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan formalizadas est‡n las estructuras responsables de liderar y coordinar la transformaci—n digital?,"La gobernanza digital es estrat?gica, institucionalizada y con autoridad en toda la organizaci—n.","Existe una arquitectura formal de gobernanza que articula estrategia, operaci—n y seguimiento del cambio digital.","Se cuenta con un modelo de gobernanza digital aprobado por direcci—n, con m?tricas, responsables y planes de evoluci—n.",5
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan involucradas est‡n las distintas ‡reas de la organizaci—n en los procesos de cambio digital?,El cambio digital es gestionado por un ‡rea aislada sin colaboraci—n.,No hay participaci—n entre ‡reas para coordinar esfuerzos de cambio digital.,Cada ‡rea trabaja de forma independiente y desconoce las iniciativas digitales de otras.,1
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan involucradas est‡n las distintas ‡reas de la organizaci—n en los procesos de cambio digital?,"Algunas ‡reas participan, pero sin integraci—n ni compromiso real.","Ocurre una colaboraci—n ocasional, pero depende de relaciones personales o urgencias.","Dos gerencias se coordinan para una migraci—n digital, pero no existe una pr‡ctica estructurada.",2
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan involucradas est‡n las distintas ‡reas de la organizaci—n en los procesos de cambio digital?,Hay coordinaci—n entre ‡reas espec’ficas para ejecutar proyectos digitales.,"Existen espacios de colaboraci—n definidos, aunque con baja frecuencia o alcance.","Hay reuniones mensuales entre ‡reas para compartir avances digitales, pero sin decisiones clave.",3
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan involucradas est‡n las distintas ‡reas de la organizaci—n en los procesos de cambio digital?,La participaci—n es activa y colaborativa entre departamentos.,La participaci—n interdepartamental es activa y organizada para definir e implementar cambios.,Se realiza planificaci—n conjunta entre ‡reas de negocio y tecnolog’a para lanzar iniciativas transversales.,4
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan involucradas est‡n las distintas ‡reas de la organizaci—n en los procesos de cambio digital?,"La transformaci—n digital es un esfuerzo transversal, con corresponsabilidad entre todas las ‡reas.",La organizaci—n opera con un modelo colaborativo y sist?mico para la transformaci—n.,Las decisiones digitales se toman en comit?s estrat?gicos multidisciplinarios que alinean esfuerzos en toda la empresa.,5
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan claros y medibles son los objetivos de cambio digital definidos por la organizaci—n?,No hay objetivos claros ni m?tricas para el cambio digital.,No existen m?tricas para evaluar el cambio digital ni sus impactos.,No se mide el avance de los proyectos ni se da seguimiento a resultados organizacionales.,1
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan claros y medibles son los objetivos de cambio digital definidos por la organizaci—n?,"Se definen algunos objetivos generales, pero sin indicadores espec’ficos.","Algunas m?tricas est‡n definidas, pero no se usan sistem‡ticamente.","Se mide el uso de una plataforma digital, pero no se vincula con indicadores estrat?gicos.",2
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan claros y medibles son los objetivos de cambio digital definidos por la organizaci—n?,Existen objetivos definidos y algunas m?tricas para medir avances.,"Existen m?tricas de avance y resultados, aunque con poco seguimiento ejecutivo.","Se reporta el cumplimiento de actividades digitales en informes mensuales, pero sin consecuencias visibles.",3
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan claros y medibles son los objetivos de cambio digital definidos por la organizaci—n?,"Los objetivos son claros, medibles y est‡n alineados con el plan estrat?gico.",Las m?tricas de cambio est‡n alineadas al plan estrat?gico y monitoreadas regularmente.,Se evalœa el impacto digital en KPIs clave y se revisan avances en comit?s directivos.,4
